<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,,PRICE,TOTAL,TOTALIF,IF,
01.09.2020,15:25:00,109835,115132,108243,110169,42,,"110844,75","4655479,5",,1,1
01.09.2020,15:26:00,110212,115286,108115,109286,35,,"110724,75","3875366,25",,0,0
01.09.2020,15:27:00,114349,115167,107967,109618,86,,"111775,25","9612671,5",,0,0
01.09.2020,15:28:00,112233,115279,107949,113206,51,,"112166,75","5720504,25",,1,1
01.09.2020,15:29:00,111149,115126,107918,114706,15,,"112224,75","1683371,25",,1,1
01.09.2020,15:30:00,115170,115170,107998,108213,29,,"111637,75","3237494,75",,0,0
01.09.2020,15:31:00,112655,114919,107976,111672,15,,"111805,5","1677082,5",,0,0
01.09.2020,15:32:00,110273,115243,108063,110358,28,,"110984,25",3107559,,1,1
01.09.2020,15:33:00,111686,115271,108006,109894,17,,"111214,25","1890642,25",,0,0
01.09.2020,15:34:00,114060,115162,107947,110312,42,,"111870,25","4698550,5",,0,0
01.09.2020,15:35:00,110058,115241,107934,114638,72,,"111967,75",8061678,,1,1
01.09.2020,15:36:00,109396,115271,107979,108815,17,,"110365,25","1876209,25",,0,0
01.09.2020,15:37:00,110795,115298,107943,110139,57,,"111043,75","6329493,75",,0,0
01.09.2020,15:38:00,111447,115285,107957,111343,70,,111508,7805560,,0,0
01.09.2020,15:39:00,114504,115196,107905,112483,14,,112522,1575308,,0,0
01.09.2020,15:40:00,112785,115028,107907,112335,95,,"112013,75","10641306,25",,0,0
01.09.2020,15:41:00,113575,115299,108010,108339,59,,"111305,75","6567039,25",,0,0
01.09.2020,15:42:00,112325,115139,107918,111545,15,,"111731,75","1675976,25",,0,0
01.09.2020,15:43:00,109753,115271,108069,110173,61,,"110816,5","6759806,5",,1,1
01.09.2020,15:44:00,113466,115285,107928,114364,69,,"112760,75","7780491,75",,1,1
01.09.2020,15:45:00,111427,115041,107951,113012,50,,"111857,75","5592887,5",,1,1
01.09.2020,15:46:00,109076,115278,108036,111900,15,,"111072,5","1666087,5",,1,1
01.09.2020,15:47:00,114541,115112,108280,114784,25,,"113179,25","2829481,25",,1,1
01.09.2020,15:48:00,110844,115294,108112,111206,93,,111364,10356852,,1,1
01.09.2020,15:49:00,110162,115195,108058,109394,29,,"110702,25","3210365,25",,0,0
01.09.2020,15:50:00,110543,115076,108029,109537,98,,"110796,25","10858032,5",,0,0
01.09.2020,15:51:00,113391,115137,107992,112293,27,,"112203,25","3029487,75",,0,0
01.09.2020,15:52:00,113582,115234,108181,109777,76,,"111693,5",8488706,,0,0
01.09.2020,15:53:00,114901,115074,107918,110192,87,,"112021,25","9745848,75",,0,0
01.09.2020,15:54:00,115246,115246,107914,107914,51,,111580,5690580,,0,0
01.09.2020,15:55:00,111262,115298,107952,113831,12,,"112085,75",1345029,,1,1
01.09.2020,15:56:00,110259,115282,108042,108384,67,,"110491,75","7402947,25",,0,0
01.09.2020,15:57:00,113112,115258,107928,114952,70,,"112812,5",7896875,,1,1
01.09.2020,15:58:00,109542,115285,108079,111870,30,,111194,3335820,,1,1
01.09.2020,15:59:00,109672,115257,108084,114290,10,,"111825,75","1118257,5",,1,1
01.09.2020,16:00:00,109488,115198,107962,114595,18,,"111810,75","2012593,5",,1,1
01.09.2020,16:02:00,108902,115296,108018,112652,51,,111217,5672067,,1,1
01.09.2020,16:03:00,112379,115233,107960,111085,41,,"111664,25","4578234,25",,0,0
01.09.2020,16:04:00,109773,115149,107921,112726,78,,"111392,25","8688595,5",,1,1
01.09.2020,16:06:00,113448,115179,107935,110386,27,,111737,3016899,,0,0
01.09.2020,16:07:00,111643,115267,107981,110721,52,,111403,5792956,,0,0
01.09.2020,16:08:00,111427,115134,107928,110512,76,,"111250,25",8455019,,0,0
01.09.2020,16:09:00,110477,115275,107908,115275,93,,"112233,75","10437738,75",,1,1
01.09.2020,16:10:00,111743,115241,108089,108530,43,,"110900,75","4768732,25",,0,0
01.09.2020,16:11:00,111584,115293,108015,110623,22,,"111378,75","2450332,5",,0,0
01.09.2020,16:12:00,111224,115233,107942,108187,76,,"110646,5",8409134,,0,0
01.09.2020,16:13:00,111351,115241,108091,112928,53,,"111902,75","5930845,75",,1,1
01.09.2020,16:14:00,112956,115283,107906,109894,71,,"111509,75","7917192,25",,0,0
01.09.2020,16:15:00,114885,114885,108106,112926,74,,"112700,5",8339837,,0,0
01.09.2020,16:16:00,110278,115160,107949,111699,41,,"111271,5","4562131,5",,1,1
01.09.2020,16:17:00,111155,115188,108091,115188,14,,"112405,5",1573677,,1,1
01.09.2020,16:18:00,110285,115237,107970,110310,35,,"110950,5","3883267,5",,1,1
01.09.2020,16:19:00,113906,115248,108105,108152,34,,"111352,75","3785993,5",,0,0
01.09.2020,16:20:00,112517,115277,107920,111385,10,,"111774,75","1117747,5",,0,0
01.09.2020,16:21:00,112435,115047,107929,108721,75,,111033,8327475,,0,0
01.09.2020,16:22:00,110813,115242,107906,110572,37,,"111133,25","4111930,25",,0,0
01.09.2020,16:23:00,115188,115188,107908,107908,1,,111548,111548,,0,0
01.09.2020,16:24:00,108327,114806,108078,114435,31,,"111411,5","3453756,5",,1,1
01.09.2020,16:25:00,109738,115272,108159,112317,33,,"111371,5","3675259,5",,1,1
01.09.2020,16:26:00,108551,115163,108033,113253,59,,111250,6563750,,1,1
01.09.2020,16:27:00,108119,115114,107984,113075,19,,111073,2110387,,1,1
01.09.2020,16:28:00,110946,115281,107959,114034,40,,112055,4482200,,1,1
01.09.2020,16:29:00,111675,115280,108014,112558,5,,"111881,75","559408,75",,1,1
01.09.2020,16:30:00,110897,115291,107967,115104,20,,"112314,75",2246295,,1,1
01.09.2020,16:31:00,112758,115219,108003,111726,13,,"111926,5","1455044,5",,0,0
01.09.2020,16:32:00,111082,115277,107951,113738,85,,112012,9521020,,1,1
01.09.2020,16:33:00,109310,115234,107994,113191,25,,"111432,25","2785806,25",,1,1
01.09.2020,16:34:00,109994,115216,108075,109768,19,,"110763,25","2104501,75",,0,0
01.09.2020,16:35:00,113169,115290,107923,111432,64,,"111953,5",7165024,,0,0
01.09.2020,16:36:00,111538,115277,108177,108872,47,,110966,5215402,,0,0
01.09.2020,16:37:00,114881,115200,107979,108543,81,,"111650,75","9043710,75",,0,0
01.09.2020,16:38:00,110502,115039,107908,107908,53,,"110339,25","5847980,25",,0,0
01.09.2020,16:39:00,114867,115237,108107,110149,43,,112090,4819870,,0,0
01.09.2020,16:40:00,108896,115102,107964,113098,71,,111265,7899815,,1,1
01.09.2020,16:41:00,114865,115211,108022,114043,34,,"113035,25","3843198,5",,0,0
01.09.2020,16:42:00,114604,114978,108246,109140,34,,111742,3799228,,0,0
01.09.2020,16:43:00,112771,115213,107903,112337,65,,112056,7283640,,0,0
01.09.2020,16:44:00,113642,115001,107902,114481,62,,"112756,5",6990903,,1,1
01.09.2020,16:45:00,112366,115252,108264,114121,70,,"112500,75","7875052,5",,1,1
01.09.2020,16:46:00,109529,115122,107988,112673,98,,111328,10910144,,1,1
01.09.2020,16:47:00,108663,115255,107903,114662,98,,"111620,75","10938833,5",,1,1
01.09.2020,16:48:00,115090,115090,108101,109305,98,,"111896,5",10965857,,0,0
01.09.2020,16:49:00,110062,115150,107924,108651,72,,"110446,75",7952166,,0,0
01.09.2020,16:50:00,110085,115273,108408,109796,72,,"110890,5",7984116,,0,0
01.09.2020,16:51:00,108514,115220,108256,108721,96,,"110177,75",10577064,,1,1
01.09.2020,16:52:00,110616,115194,107912,112424,34,,"111536,5",3792241,,1,1
01.09.2020,16:53:00,109992,115281,107944,111222,89,,"111109,75","9888767,75",,1,1
01.09.2020,16:54:00,114386,115240,107942,111092,91,,112165,10207015,,0,0
01.09.2020,16:55:00,113347,115249,107982,115249,85,,"112956,75","9601323,75",,1,1
01.09.2020,16:56:00,114855,115259,107992,109827,14,,"111983,25","1567765,5",,0,0
01.09.2020,16:57:00,107920,115224,107920,115122,12,,"111546,5",1338558,,1,1
01.09.2020,16:58:00,113345,115258,107990,108471,73,,111266,8122418,,0,0
01.09.2020,16:59:00,109157,115108,108012,112222,18,,"111124,75","2000245,5",,1,1
01.09.2020,17:00:00,111427,115248,107906,111410,94,,"111497,75","10480788,5",,0,0
01.09.2020,17:01:00,113673,115203,107965,113728,35,,"112642,25","3942478,75",,1,1
01.09.2020,17:02:00,114327,115236,107929,109638,43,,"111782,5","4806647,5",,0,0
01.09.2020,17:03:00,108295,115245,108065,111862,20,,"110866,75",2217335,,1,1
01.09.2020,17:04:00,114117,115148,108144,112106,90,,"112378,75","10114087,5",,0,0
01.09.2020,17:05:00,109386,115202,108048,108593,59,,"110307,25","6508127,75",,0,0
01.09.2020,17:06:00,113095,115105,108231,109114,50,,"111386,25","5569312,5",,0,0
01.09.2020,17:07:00,112252,115072,107912,111431,42,,"111666,75","4690003,5",,0,0
01.09.2020,17:08:00,110660,115096,108325,111062,41,,"111285,75","4562715,75",,1,1
01.09.2020,17:09:00,111057,115276,108019,111546,4,,"111474,5",445898,,1,1
01.09.2020,17:10:00,109249,115210,107925,111682,7,,"111016,5","777115,5",,1,1
01.09.2020,17:11:00,108987,115291,107900,111017,41,,"110798,75","4542748,75",,1,1
01.09.2020,17:12:00,114666,115287,107978,110526,47,,"112114,25","5269369,75",,0,0
01.09.2020,17:13:00,109684,115247,107943,110131,35,,"110751,25","3876293,75",,1,1
01.09.2020,17:14:00,112109,115079,107982,113720,24,,"112222,5",2693340,,1,1
01.09.2020,17:15:00,110675,115280,107991,113974,23,,111980,2575540,,1,1
01.09.2020,17:16:00,112994,115251,107961,111221,15,,"111856,75","1677851,25",,0,0
01.09.2020,17:17:00,110055,115097,107957,113503,26,,111653,2902978,,1,1
01.09.2020,17:18:00,111009,115214,108021,114689,81,,"112233,25","9090893,25",,1,1
01.09.2020,17:19:00,112320,115085,107912,112628,87,,"111986,25","9742803,75",,1,1
01.09.2020,17:20:00,114934,115204,107912,109187,42,,"111809,25","4695988,5",,0,0
01.09.2020,17:21:00,113333,115259,107916,112807,69,,"112328,75","7750683,75",,0,0
01.09.2020,17:22:00,109902,115008,107917,111241,94,,111017,10435598,,1,1
01.09.2020,17:23:00,109502,115166,108083,112912,21,,"111415,75","2339730,75",,1,1
01.09.2020,17:24:00,108112,115278,108045,110956,6,,"110597,75","663586,5",,1,1
01.09.2020,17:25:00,110975,115241,107904,110434,85,,"111138,5","9446772,5",,0,0
01.09.2020,17:26:00,110700,115197,108487,111397,26,,"111445,25","2897576,5",,1,1
01.09.2020,17:27:00,112248,115214,107935,111233,85,,"111657,5","9490887,5",,0,0
01.09.2020,17:28:00,111912,114931,107910,114931,54,,112421,6070734,,1,1
01.09.2020,17:29:00,115023,115214,108003,114904,11,,113286,1246146,,0,0
01.09.2020,17:30:00,113432,115279,108008,108860,91,,"111394,75","10136922,25",,0,0
01.09.2020,17:31:00,112000,115255,108093,110607,23,,"111488,75","2564241,25",,0,0
01.09.2020,17:32:00,112565,115243,107906,114968,55,,"112670,5","6196877,5",,1,1
01.09.2020,17:33:00,113420,115292,107912,110080,87,,111676,9715812,,0,0
01.09.2020,17:34:00,109997,114805,107944,112323,30,,"111267,25","3338017,5",,1,1
01.09.2020,17:35:00,110767,115288,108004,114965,44,,112256,4939264,,1,1
01.09.2020,17:36:00,109386,115211,108234,113624,66,,"111613,75","7366507,5",,1,1
01.09.2020,17:37:00,109574,115250,107953,109674,25,,"110612,75","2765318,75",,1,1
01.09.2020,17:38:00,115250,115277,107955,109255,10,,"111934,25","1119342,5",,0,0
01.09.2020,17:39:00,114229,115224,107906,108471,52,,"111457,5",5795790,,0,0
01.09.2020,17:40:00,114906,115222,107960,114563,78,,"113162,75","8826694,5",,0,0
01.09.2020,17:41:00,108061,115133,108061,110151,1,,"110351,5","110351,5",,1,1
01.09.2020,17:42:00,109681,115050,108006,108513,95,,"110312,5","10479687,5",,0,0
01.09.2020,17:43:00,113991,114907,107929,113241,19,,112517,2137823,,0,0
01.09.2020,17:44:00,114641,115025,107911,110182,9,,"111939,75","1007457,75",,0,0
01.09.2020,17:45:00,110886,115085,108066,109793,27,,"110957,5","2995852,5",,0,0
01.09.2020,17:46:00,112516,115265,108258,108480,48,,"111129,75",5334228,,0,0
01.09.2020,17:47:00,112831,115150,107945,111118,7,,111761,782327,,0,0
01.09.2020,17:48:00,112707,115160,107946,112004,77,,"111954,25","8620477,25",,0,0
01.09.2020,17:49:00,114036,115286,107908,110617,14,,"111961,75","1567464,5",,0,0
01.09.2020,17:50:00,111964,115234,107934,110599,57,,"111432,75","6351666,75",,0,0
01.09.2020,17:51:00,112296,115267,107935,109706,13,,111301,1446913,,0,0
01.09.2020,17:52:00,108615,114982,108066,111876,26,,"110884,75","2883003,5",,1,1
01.09.2020,17:53:00,110356,115264,107960,109295,91,,"110718,75","10075406,25",,0,0
01.09.2020,17:54:00,111449,115289,108106,113817,80,,"112165,25",8973220,,1,1
01.09.2020,17:55:00,110808,115252,107955,107955,21,,"110492,5","2320342,5",,0,0
01.09.2020,17:57:00,114498,115297,108073,114357,65,,"113056,25","7348656,25",,0,0
01.09.2020,17:58:00,113530,115282,107997,110189,3,,"111749,5","335248,5",,0,0
01.09.2020,17:59:00,111720,115281,107953,114293,15,,"112311,75","1684676,25",,1,1
01.09.2020,18:00:00,109196,115268,108058,109435,7,,"110489,25","773424,75",,1,1
01.09.2020,18:01:00,110147,115203,107981,110632,32,,"110990,75",3551704,,1,1
01.09.2020,18:02:00,109920,115286,108376,115238,76,,112205,8527580,,1,1
01.09.2020,18:03:00,109626,115061,107929,108380,2,,110249,220498,,0,0
01.09.2020,18:04:00,109811,115275,108175,111889,25,,"111287,5","2782187,5",,1,1
01.09.2020,18:05:00,111414,115026,108330,112371,62,,"111785,25","6930685,5",,1,1
01.09.2020,18:06:00,109723,115275,107959,112656,87,,"111403,25","9692082,75",,1,1
01.09.2020,18:07:00,109741,115242,108177,113052,65,,111553,7250945,,1,1
01.09.2020,18:08:00,114835,115245,107949,114102,15,,"113032,75","1695491,25",,0,0
01.09.2020,18:09:00,110081,115143,108009,111583,22,,111204,2446488,,1,1
01.09.2020,18:10:00,110641,115208,108014,113952,83,,"111953,75","9292161,25",,1,1
01.09.2020,18:11:00,114692,115263,108422,111521,50,,"112474,5",5623725,,0,0
01.09.2020,18:12:00,108443,115292,107981,113504,71,,111305,7902655,,1,1
01.09.2020,18:13:00,113926,115278,108035,109993,68,,111808,7602944,,0,0
01.09.2020,18:14:00,109330,115283,107948,108703,93,,110316,10259388,,0,0
01.09.2020,18:15:00,113807,115251,108398,112174,3,,"112407,5","337222,5",,0,0
01.09.2020,18:16:00,113272,114999,107992,114113,76,,112594,8557144,,1,1
01.09.2020,18:17:00,114462,115106,107904,113417,49,,"112722,25","5523390,25",,0,0
01.09.2020,18:18:00,114040,115052,108101,109048,10,,"111560,25","1115602,5",,0,0
01.09.2020,18:19:00,112785,115276,108244,114944,32,,"112812,25",3609992,,1,1
01.09.2020,18:20:00,109571,115282,108041,111883,46,,"111194,25","5114935,5",,1,1
01.09.2020,18:21:00,113299,115260,108344,113545,70,,112612,7882840,,1,1
01.09.2020,18:22:00,113807,114929,107926,109866,19,,111632,2121008,,0,0
01.09.2020,18:23:00,109070,115135,107900,112601,29,,"111176,5","3224118,5",,1,1
01.09.2020,18:24:00,109590,115033,107934,107991,96,,110137,10573152,,0,0
01.09.2020,18:25:00,109379,115225,108105,109866,3,,"110643,75","331931,25",,1,1
01.09.2020,18:26:00,110762,114835,107949,112196,77,,"111435,5","8580533,5",,1,1
01.09.2020,18:27:00,113551,115034,108531,113888,78,,112751,8794578,,1,1
01.09.2020,18:28:00,115265,115265,108189,111623,7,,"112585,5","788098,5",,0,0
01.09.2020,18:29:00,115210,115210,108959,111557,28,,112734,3156552,,0,0
01.09.2020,18:30:00,108248,115280,108064,109157,56,,"110187,25",6170486,,1,1
01.09.2020,18:31:00,110495,115289,108139,110835,1,,"111189,5","111189,5",,1,1
01.09.2020,18:32:00,113140,115264,107962,112776,28,,"112285,5",3143994,,0,0
01.09.2020,18:33:00,111395,115087,107924,112524,46,,"111732,5",5139695,,1,1
01.09.2020,18:34:00,113264,114884,108037,113159,28,,112336,3145408,,0,0
01.09.2020,18:35:00,110545,115075,107984,114406,26,,"112002,5",2912065,,1,1
01.09.2020,18:36:00,114421,115223,107943,108082,65,,"111417,25","7242121,25",,0,0
01.09.2020,18:37:00,109670,115266,107940,110557,24,,"110858,25",2660598,,1,1
01.09.2020,18:38:00,112803,115175,107909,111792,16,,"111919,75",1790716,,0,0
01.09.2020,18:39:00,113860,115243,107940,114463,17,,"112876,5","1918900,5",,1,1
01.09.2020,18:40:00,108398,115198,107980,113622,18,,"111299,5",2003391,,1,1
01.09.2020,18:41:00,114385,115239,108037,110965,90,,"112156,5",10094085,,0,0
01.09.2020,18:42:00,113890,115187,108263,108263,23,,"111400,75","2562217,25",,0,0
01.09.2020,18:43:00,112063,115187,107992,109454,81,,111174,9005094,,0,0
01.09.2020,18:44:00,114274,115247,107936,115056,67,,"113128,25","7579592,75",,1,1
01.09.2020,18:45:00,110074,115061,108070,111192,35,,"111099,25","3888473,75",,1,1
01.09.2020,18:46:00,113693,115085,108243,114994,65,,"113003,75","7345243,75",,1,1
01.09.2020,18:47:00,110682,115156,108004,109707,78,,"110887,25","8649205,5",,0,0
01.09.2020,18:48:00,114579,115089,107930,111708,63,,"112326,5","7076569,5",,0,0
01.09.2020,18:49:00,114756,115191,107973,112883,62,,"112700,75","6987446,5",,0,0
01.09.2020,18:50:00,111261,115223,107954,107954,62,,110598,6857076,,0,0
01.09.2020,18:51:00,113153,115267,107970,109938,87,,111582,9707634,,0,0
01.09.2020,18:52:00,113590,115216,108004,109114,59,,111481,6577379,,0,0
01.09.2020,18:53:00,114519,115187,107991,112361,22,,"112514,5",2475319,,0,0
01.09.2020,18:54:00,112976,115155,108240,109257,40,,111407,4456280,,0,0
01.09.2020,18:55:00,108090,115174,107910,114927,6,,"111525,25","669151,5",,1,1
01.09.2020,18:56:00,108760,115095,108011,113289,45,,"111288,75","5007993,75",,1,1
01.09.2020,18:57:00,108604,115282,108004,115256,65,,"111786,5","7266122,5",,1,1
01.09.2020,18:58:00,109225,115279,107958,115117,6,,"111894,75","671368,5",,1,1
01.09.2020,18:59:00,112624,115251,107956,114909,57,,112685,6423045,,1,1
01.09.2020,19:00:00,112573,115208,108029,112072,70,,"111970,5",7837935,,0,0
01.09.2020,19:01:00,111671,115192,108144,110908,80,,"111478,75",8918300,,0,0
01.09.2020,19:02:00,113105,115053,107916,111162,52,,111809,5814068,,0,0
01.09.2020,19:03:00,111352,115292,108029,108932,52,,"110901,25",5766865,,0,0
01.09.2020,19:04:00,110133,115262,108037,108359,75,,"110447,75","8283581,25",,0,0
01.09.2020,19:05:00,113030,115252,107958,115252,63,,112873,7110999,,1,1
01.09.2020,19:06:00,112624,115223,108047,113038,39,,112233,4377087,,1,1
01.09.2020,19:07:00,112177,114912,107969,110331,33,,"111347,25","3674459,25",,0,0
01.09.2020,19:08:00,111049,115121,108090,112185,96,,"111611,25",10714680,,1,1
01.09.2020,19:09:00,108584,114992,107925,109000,27,,"110125,25","2973381,75",,1,1
01.09.2020,19:10:00,110746,115236,107918,113141,10,,"111760,25","1117602,5",,1,1
01.09.2020,19:11:00,107948,115236,107948,108442,56,,"109893,5",6154036,,1,1
01.09.2020,19:12:00,109511,115015,107988,111489,19,,"111000,75","2109014,25",,1,1
01.09.2020,19:13:00,108672,115073,107929,109731,36,,"110351,25",3972645,,1,1
01.09.2020,19:14:00,108722,115041,108094,113002,39,,"111214,75","4337375,25",,1,1
01.09.2020,19:15:00,108944,115278,107985,113231,62,,"111359,5",6904289,,1,1
01.09.2020,19:16:00,110020,115281,108094,109934,67,,"110832,25","7425760,75",,0,0
01.09.2020,19:17:00,108278,115176,107934,110546,39,,"110483,5","4308856,5",,1,1
01.09.2020,19:18:00,111154,115217,108001,114404,88,,112194,9873072,,1,1
01.09.2020,19:19:00,109461,115285,107988,113855,2,,"111647,25","223294,5",,1,1
01.09.2020,19:20:00,108168,114905,108168,111268,21,,"110627,25","2323172,25",,1,1
01.09.2020,19:21:00,109650,115244,107981,110723,51,,"110899,5","5655874,5",,1,1
01.09.2020,19:22:00,110147,115266,108042,109742,5,,"110799,25","553996,25",,0,0
01.09.2020,19:23:00,111910,115218,108015,110238,63,,"111345,25","7014750,75",,0,0
01.09.2020,19:24:00,111748,115293,107901,109641,78,,"111145,75","8669368,5",,0,0
01.09.2020,19:25:00,112106,115250,107990,111161,80,,"111626,75",8930140,,0,0
01.09.2020,19:26:00,108214,115289,108214,110240,63,,"110489,25","6960822,75",,1,1
01.09.2020,19:27:00,114364,115285,108160,114466,2,,"113068,75","226137,5",,1,1
01.09.2020,19:28:00,110708,115286,107989,114386,9,,"112092,25","1008830,25",,1,1
01.09.2020,19:29:00,115002,115274,108029,114663,78,,113242,8832876,,0,0
01.09.2020,19:30:00,111670,115134,107953,112113,60,,"111717,5",6703050,,1,1
01.09.2020,19:31:00,109572,115030,108001,112979,29,,"111395,5","3230469,5",,1,1
01.09.2020,19:32:00,109899,115198,108073,111038,73,,111052,8106796,,1,1
01.09.2020,19:33:00,110659,115139,107924,115036,48,,"112189,5",5385096,,1,1
01.09.2020,19:34:00,114560,115078,107971,114603,78,,113053,8818134,,1,1
01.09.2020,19:35:00,108460,115249,108206,114676,55,,"111647,75","6140626,25",,1,1
01.09.2020,19:36:00,111314,115281,107912,113459,61,,"111991,5","6831481,5",,1,1
01.09.2020,19:37:00,114513,115267,107916,109348,63,,111761,7040943,,0,0
01.09.2020,19:38:00,114421,115004,107900,110180,80,,"111876,25",8950100,,0,0
01.09.2020,19:39:00,110275,115206,107940,110405,45,,"110956,5","4993042,5",,1,1
01.09.2020,19:40:00,113810,115282,107967,111638,93,,"112174,25","10432205,25",,0,0
01.09.2020,19:41:00,114534,115289,108101,108101,18,,"111506,25","2007112,5",,0,0
01.09.2020,19:42:00,107941,115268,107941,113862,94,,111253,10457782,,1,1
01.09.2020,19:43:00,115016,115282,108109,108997,37,,111851,4138487,,0,0
01.09.2020,19:44:00,108451,115126,107972,108740,53,,"110072,25","5833829,25",,1,1
